text,level
I couldn't recall our instructor's name.,B2
These recommendations fly in the face of previous advice on safe limits of consumption.,C2
I'm thinking of getting a beautiful long black wool coat specially made for you.,B1
She's almost finished fixing up her new apartment.,B1
I can remember my birthday party and all the fun things we did.,A2
"The smog hangs over the cities like a deadly cloud, resulting in many health problems like pulmonary diseases and cancer.",C2
"However, they do not realize that they have to survive in a hostile environment, living in unsafe and unhealthy slums.",C1
"First of all, using a computer is important for me because I can store my personal records such as my diary or expenses.",B2
She said that her life was a mess.,B2
My grandmother is from Germany. That's why everybody in my family should know German. I want to start next semester.,A2
The difference between these two kinds of people lies exactly there: the package-tourist is itching to go back home as soon as he sets off whereas the traveler may never go back home.,C2
They traveled the length and breadth of the country together.,C2
"When the Romans conquered the world, the child death rate was much higher than now and those who survived infancy hardly ever got beyond forty years of age.",C2
He tried to hide his hostility toward outsiders.,C2
"I like all kinds of sports: swimming, volleyball, football, bowling, golf, and so on. I hope that by joining your club I will learn all the rules and tricks of these sports.",B2
Please tell me before you come what things you like to eat.,A1
He's been unemployed for over a year.,B1
I was as happy as a lark. I shut down the computer and I called my mom to tell her about the good news.,B1
"Suddenly, Robert and I] heard a strange noise coming from an upstairs room but we kept on reading quietly.",B1
Surprisingly there was no one in the house so I used the key to open the door and then I went in.,A2
"She had a fractured ankle, a dislocated collar-bone and something was also wrong with her hips.",B2
This meat is difficult to chew.,B2
Naturally we had to take his word for it.,B2
He woke up and cleaned off the blood that poured from his injured eyebrow.,B2
Was it possible that a burglar was trying to break into the house?,B2
"As he stepped forward I knelt down and pulled his leg, so that he fell over and hit a small table standing beside the sofa.",B2
"She explained to me how this school works, what is allowed and what is forbidden.",B1
He isn't really angry - he's just pretending.,B1
This chance to work with young people has really brought out the best in him.,C2
That path leads to the beach.,B2
My father never b[ought me any birthday presents before.,A2
"I put money on the table. If it is not enough, please tell me and I'll pay you back.",B1
In terms of communication I believe that I have an ear for languages.,C1
"The wedding will be at midday, but because Spanish people are the most unpunctual people in the world, maybe we'll have to wait until half past twelve to start the ceremony.",C1
Mention fashion and Kate’s name immediately springs to mind.,C2
Pele is indeed one of a kind and can be considered a model for youngsters.,C2
He licked his lips.,B1
Such clothes are unaffordable for most people.,C1
Try looking at the problem from another angle.,C1
Would you like some more apple pie?,B1
A lot of her unhappiness is due to boredom.,B1
Sam's got a job in the south of France and we're all green with envy!,C2
NISSAN is a famous Japanese car maker as you know.,B2
"I like reading, painting, and I like swimming too.",A2
"There is one more thing that you have to note: two girls have an allergic reaction to nuts, so please make sure that our lunch is nut-free!",B2
She seems fairly philosophical about failing her exam.,C2
They're raising the tax on cigarettes.,B1
I hope you will be able to offer me a reasonable explanation for these mistakes and report correct information in your newspaper.,B2
"It was signed ""Fat Boy"".",B1
They published an extract from his autobiography.,B2
The food is very typical and tastes good.,B1
He's completely uninterested in politics.,B1
I think you owe me an explanation,B2
"I'm not sure if I'm coming on Friday, but in any event, I'll see you next week.",C1
What made things turn from gray to black was that soon after my return I was invited to set sail to the Spanish islands.,C2
I was watching a badminton competition just now.,A2
I felt so relaxed and my tiredness disappeared almost entirely.,B2
"He burned the chicken, so we had only salad and bread.",B1
I think she was a bit offended that she hadn't been invited to the party.,B2
You might wonder why I decided to do so.,B1
"Quite to the contrary, advocates and opponents of these happenings have engaged in a hot debate concerning their ""true"" value.",C2
I was deeply moved by his speech.,B2
"In an attempt to give them instant gratification, their parents do their utmost to fulfill their wishes and as a consequence of this, children become utterly indulged.",C2
